probably good italian restaurant ve	train
send	train
seat promptly greet quickly friendly cute server	train
place date night life go friday	train
get wine drink ton app great food service	train
reservation tell didn want special menu birthday holiday say fine	train
example fois gras ravioli nightmare	train
share friend peter pot soup good	train
short takeout delivery operation sit restaurant risotteria offer small table want savor risotto hot stove	train
take boyfriend th birthday great time	train
ambience romantic pretty casual stop go	train
mistake evening order delivery joint favorite place close evening	train
good authentic sushi find ny cheap not day	train
price reasonable	train
true	train
atmosphere great elegant understate	train
get chance visit yesterday glad time visit place	train
go friend	train
tourist roam east village slow weeknight coulple local recommend gnocco	train
expect stand waiter deside bother actually seat	train
highly recommend place	train
people bring piece bread plate oil	train
horrible dining experience	train
pasta good	train
vintage city good fish chip ve not know menu anymore	train
taste anchovie salad like explosion mouth	train
seafood season rosemary like	train
eat	train
menu dollar range	train
ngb delicious pan fry noodle	train
free jest magazine bathroom	train
order quesadilla start average	train
boyfriend ny day pastis place came recommend	train
design invite atmosphere inside casual pleasant	train
go dinner group friend place albeit pricey worth	train
run restaurant grace place small food close authentic italian cooking find city great wine especially sicily lamb ossobuco red sauce rock taste bud	train
family go jekyll hyde restaurant yesterday blast	train
indian	train
wait	train
offer seat sushi bar give complementary sake appetizer etc	train
nice place	train
thing notice right away lot lot grey head	train
guarantee run old friend maybe pro baseball player	train
rude	train
service quick efficient	train
bay pig dessert way love place	train
want sharp look restaurant good food worry town good choice	train
staff friendly reason write verse menu	train
time order wait min food finally serve	train
good steak nyc chance	train
food edible	train
aren attentive price great food	train
lot variety people eat vegetarian like	train
overprice	train
go grgich hill vintner dinner exaggeration good dinner life	train
food write home	train
food cheap quick get	train
vegetarian like bold flavor easy find great restaurant	train
picky eater food terrible	train
daughter reception roth th	train
special change weekly amazing turn pasta house culinary adventure	train
bit pricey expect pay buck dinner	train
delicious strong bitter wake	train
couldn stop think morning	train
live area eat thalia twice week	train
excellent location great people watch	train
enjoy place food get progressively bad service suck	train
music exceptionally loud tell friend sauce dumple	train
bit pricey good japanese heartbeat	train
insistant refuse	train
food ambience excellent bit expensive	train
recommend	train
order tuna tartare	train
hostess kind cold lazy	train
suspect restaurant rao hadn turn exclusive	train
food average ridculously high price laughable	train
didn completely dislike restaurant	train
great steak draw think frankie johnnie wonderful	train
decor okay service okay food wonderful well expect girl love pasta truffle great squab wine list good buy	train
expensive restaurant mistake worth cost	train
use sushi samba park ave	train
seat nd flr min wait	train
wait hour seat weekday food decent lobster roll good soup mediocre	train
order appetizer main course	train
pan sear tuna wasabi mash potato terrific	train
recommend place friend good response	train
sushi bar prepare colorfully title roll like crispy shrimpy shrimp tempura flake avocado cucumber	train
go burger end stay lot	train
great fun time ask main man chuck	train
walk past sushi bar look fairly open stop time period minute great lunch good price	train
st street	train
little fatty edge	train
eat recently definately cheap funky destination sister balthazar recommend doubt spot celebs night staff attentive intrusive food wonderful def	train
answer try	train
food incredibly taste want advice grill calamari rigatoni la vodka dessert tartufata	train
stir fry portion big spice level manageable palate	train
wait	train
bar pack people try wedge way drink pre dinner easy	train
hostess warm inviting effort dinner memorable	train
early	train
cheese ravioli good	train
ll headache end night pointlessly loud environment	train
spicy party rush order food rush eat rush pay rush finish orange slice fortune cooky	train
lucky booth	train
service great	train
wine list elaborate affordable	train
go restaurant week lunch please veggie entree	train
boyfriend go friend rave great asia de cuba	train
great food atmosphere price	train
yeah shanghai great good use salt sweetness balance	train
food good	train
great place	train
hardly see waitress wait minute time entree clear time get dessert menu	train
decent outing	train
actually go becase rating receive city search	train
food mass produce cold mediocre tired version cuban classic	train
slight chance respond	train
wait staff virtually impossible private conversation shame room relatively quiet	train
share different dish good way quartet succulent seviche leave sushi roll taste unexcite comparison	train
pay lousy allow treat pay customer way	train
say seat available table start tab bar	train
enjoy eat bbq	train
yes expensive time worth	train
amazing great meal interesting bread include reasonable price	train
word describe perfect night rialto	train
definite care	train
price moderate average main course	train
notch creativity ambiance relax experience	train
service friendly intrusive set romantic food outstanding reasonably price	train
reason place big crowd wait	train
stuck table restaurant way date busboy pull table say thing table pack ridiculous	train
mediocre well highly overpriced	train
seat promptly reservation tue nite	train
drink bar enjoy wait	train
power suggest menu feel guilt	train
definitely come	train
brooklyn nj stop garden	train
ve porter maybe time pretty favorite restaurant chelsea	train
recommendation leave room dessert	train
wow miss try long tan week time know ny time neighborhood know	train
ve well reasonably price food large portion restaurant paris	train
spaghettinin cauliflower die	train
convivium great find park slope michelle husband staff wonderful warm inviting place great rustic charm seat upstairs cellar great garden summer	train
definitely worth trip moat	train
win list great food amazing	train
wait	train
roll hype price	train
spend saki sashimi	train
feel mexican restaurant good chip salsa wait table smother jack cheese place	train
find accident winner	train
minute excitment end year ago stick eating well neighborhood	train
impromptue pole judge fettucini mushroom chicken good pasta stripe bass good entree	train
screw house red highly recommend	train
loud people fine way	train
arabic music mix latin music rock en espanol didn play night	train
food absolutely notch moderately price finally service friendly	train
service extreamly slow wait ridiculous	train
beef good world	train
set perfect conversation wine list busy long like	train
staff pre occupy smoking hookah watch belly dance tend table	train
tamarind sparerib overpoweringly sour tamarind mask flavour	train
grocery far good restaurant good restaurant row smith street carroll garden	train
delicious salad great wine selection	train
fresh ingredient	train
plenty menu	train
rioja drink	train
food combine cuisine japanese sushi citrus marinate latin seviche inspire successful cross pollination kitchen starter miso soup brighten cilantro vibrant chowder tender shrimp	train
overall quality bad	train
dark sexy	train
good sicilian pie eat world stop anytime area	train
planet thai favorite place time williamsburg visitor	train
yes recoment place	train
overall excellent	train
fresh ve city	train
pass restaurant year realize	train
chinese restaurant import chef open restaurant work month year build hype	train
overall want special moment	train
hope attract swinge euro set frequent nearby brown amaranth offer frozen cosmopolitan addition bellini cocktail	train
dish offer take bill	train
good food good service nice place people good theater dining	train
bring fall love minute place ambiance food place definatly reccomendation	train
crowd worth wait	train
yes price high feel worth	train
dinner worth	train
buehl weekend bartender great	train
gone bukhara grill time take town friend	train
chef masterful presentation dish pride food	train
hudson cafeteria popular trendy hudson hotel present cafeteria style fashion long group table classic high school cafeteria style menu high price	train
doesn taste like gelato italy fabulous nonetheless	train
folk yuka right	train
real gem west villiage book advance table	train
snooty hostess stared blankly ask table	train
go eatery open mind	train
believe see well day	train
trout pallachinke appetizer solid	train
salad delicious steak mouthwatering soufle perfect	train
think today	train
wonderful food drink staff mileau	train
wife nyc celebrate th anniversary	train
true masterpiece rival well good new york	train
incomparable japanese restaurant offer friendly service wide variety fish slice nicely sushi experience remember	train
definitely	train
son cubano fantastic	train
service good write home stay thing	train
raw material definitely cheap chorizo blah paella completely tasteless clearly frozen	train
salmon carpaccio oily lemoney	train
go fiance tuesday evening	train
delicious	train
veal	train
winner	train
atmosphere terrific service spectacular	train
girl hot chemical brother blast	train
pumpkin cheesecake worst	train
good mole dish	train
food interesting beuatifully present good	train
plan birthday party night people	train
dessert lack creativity taste	train
want manager bus boy clear apparently didn understand	train
avgolemono soup warm spinach salad arta style chicken dandelion pie fish marinate porterhouse steak offer high quality flavor preparation presentation	train
caviar little bit	train
lounge chuck bridge tunnel freak	train
great drink budget wait till special occasion advantage place	train
hwa good korean restaurant ve encounter far nyc	train
american english descent love idea chip shop	train
sushi delicious fresh didn short piece fish	train
dosas skimpy unattractive drip grease personally drink popcorn topping eat	train
mash potato decent garlic bread great	train
nacho pile high fill main entree vegetarian friendly wish	train
occasionally italian hip hop sound suspiciously similar public enemy circa black steel hour chaos play background	train
kudo	train
ve regular year eat take	train
come sure good time shoot sake	train
end sit inside group table pretty tight people not know	train
service decent place pack fast great summer outside dining	train
xunta wonderful great tapa sangria value	train
btw citysearch reviewer horse makerel ain offbeat	train
order sea bass duck spring roll start	train
go eat jekyll hyde restaurant friday night enjoy fun atmosphere good food	train
service immaculate	train
zakarian change	train
food incredible	train
varied menu	train
overall feeling restaurant awkward food ok	train
atmosphere fun chic food excellent host sooo sweet jack	train
summer month table resturant	train
let boyfriend hate	train
ve food fantastic atomosphere brick wall intimate room romantic setting	train
server available attentive sommelier helpful engaging food excellent atmosphere chic dining room story red black candlelight motif	train
get meet head chef gracious	train
real value	train
good result order half tray slice slice slab pizza perfection	train
small yes cozy	train
friend learn move area say bagel es bagel	train
try hard	train
overall group	train
hungary want converstation save money vocal chord head	train
waiter suggest people order appetizer entree	train
great food nice mexican southwestern influence traditional american cuisine	train
slope offer	train
sit door get cold totally cool move	train
food fantastic potato need katsup perfectly scramble egg melt mouth	train
wasn sarcastic downright rude spend time studiously ignore table point waitstaff	train
atlantic grill outside seating try reservation	train
oh bright note waiter pour water vodka glass mistake get free drink	train
tuna taste like dead fish lay sun wk	train
shame pasta tasty	train
highly reccomend	train
try way hard hip	train
hello try	train
ve go po open year ago understand negative review	train
good office event	train
come time desert surprise come	train
food wine fantastic agree dessert worth trip	train
prix fixe menu great starter scrumptious	train
huge corner bistro fan rialto beat especially rarely wait doesn nearly smokey	train
ve time great good affordable price service great	train
think meal buy cheese shop inside leave	train
cold food come slowly	train
ok fiancee go night	train
ve twice spring plan make point visit city	train
ll month menu change daily	train
place gay man dream food great love blacken mahi mahi start watermelon martini	train
thing bother mar creepy costumed alien	train
try chicken vegetable pad thai mild delicious california roll awsome	train
definitely worth trip east village	train
highly recommend diver scallop sweet bread start	train
greet beautiful knowlegable friendly hostess give choice inside outside seat accord reservation time minute	train
food succulent	train
selection portuguese wine great excellent bottle choose range	train
filet return kitchen sinew apology	train
crave good middle eastern food move away home	train
ve eat ballato dozen time year	train
get steak frite saw cut meat flavorful need salt	train
service good atmosphere	train
ve come green bo ve open	train
service good friendly	train
hate uberchic asian fusion food bad rap	train
quickly change see layout hip menu well hospitality squeeze table	train
steak okay ve far well place	train
staff fix plate time	train
steak arrive pleasantly suprise server reach cut meat	train
eatery favorite place lunch	train
lb stop	train
bus boy annoying	train
party people dinner busy night restaurant meal excellent serve extreme consistency appetizer main course serve right time dish serve wrong temperature	train
food incredible atmosphere top	train
scene reflection subterranean moat shimmer brick wall dining room hyper design downtown destination	train
seat waiter ask drink choice wine available	train
impressed fusion latin japanese cusine	train
menu year visit bad	train
nyer marist college alumn great hudson valley well taste	train
great time eatery	train
definitely price	train
food delicious staff friendly helpful	train
hear talk great room	train
food little hipper danube good	train
ok go restaurant week choice limit	train
place good potential need significant work justify spend money indian food	train
expensive good drink	train
curry okra crunchy vegetarian basket boast cornucopia stir fry green serve edible pasta basket	train
tiny lobster taste like shoe leather	train
app simply awsome	train
food chef owner frank de carlo cooking shine appetizer dessert	train
dine cafe spice week friend	train
food great	train
service improve dramatically regular	train
enjoy ambiance love food	train
good wine choice	train
addict great fun	train
expect california roll disappoint	train
group friend date	train
nice surprise stumble great sushi restaurant midtown	train
delightful dessert bento box sampler dessert item look like sushi	train
enchillada crappy piece chicken wrap tortilla sauce get free flavorless cheese	train
amazing breakfast	train
seat service great food come fast average overly price	train
opera playing background emilio owner wish good meal highest rate italian restaurant city	train
st time go friend casual dinner disappointing food far authentic cuban food service want meal	train
sangria delicious food great	train
drink menu extensive cheap cocktail	train
great service great food	train
seat right away tuck away table party waitress fun spunky food	train
recommend casual fun dinner	train
music great	train
sweet potato chip come limp pretty lifeless	train
try dish	train
boy glad find alfama	train
food improve place busy	train
nyc restaurant visit time come city calif	train
plan jan visit delicious barley wine year	train
want sit certain table	train
italian dictionary menu italian	train
understand concept receive plate piece fish garnish like rip	train
love eat sushi madness service great attentive fast face comment order alot eat food	train
unpleasant visit restaurant feel impose kitchen waitstaff	train
obviously go pay nose visit time square tourist trap come party inquire specific item menu waiter say terrible	train
good management apparently communication staff mention poor organization skill	train
manager apologize give difference waiter return cash pay	train
unbelievable	train
terrace seat spring summer	train
fine dinner ve	train
read poisitive review cutysearch place boy let	train
flag waitress shell happy need	train
lloovve place	train
find	train
pretty good inexpensive food	train
friend treat long wait down couple good mojito ve	train
menu boring food mediocre well	train
see birthday group old kid ok group kid reservation open table	train
sooo want like	train
service excellent add tip probably bad buck spend	train
enjoy energy restaurant certainly return visit nyc	train
well	train
union sq downstairs gourmet shop al fresco dining season inlude prix fix entree mention delicious	train
raz mojito excellent stay away champagne	train
unfortunately give management message place lose luster	train
seat immediately reservation meal proceede fairly smoothly	train
love waiter night unfortunately didn catch	train
recommend salmon	train
boyfriend recently early dinner artisanal satisfied experience	train
invite table xii private party	train
perfect place eat share unique taste	train
good dish shrimp garlic roast pork arroz con pollo roast chicken	train
highly recommend alfredo	train
usually fry pork chop white rice black bean	train
service awsome nice staff	train
fast service nice clean air condition heated surrounding	train
waitress forgot amuse bouche appetizer bring bread entree arrive	train
meat greasy tho	train
parking stink	train
convenient comfortable pretentious	train
meal come hot ginger tea nice stomache	train
reqeust foot inch terribly short sit wall cushy bench chest come table sit bag coat feel comfortable	train
earth place popular	train
restaurant feel like hotel lounge partly right lobby office building assure	train
definitely try chicken sate appetizer especially come incredible taste peanut sauce	train
visit new york bone steak tuff tasteless wine good la vega week ago food well	train
recommend small gathering couple probably suitable business group outing	train
table chair carry head staff entire place erupt frenzied dancing	train
surprisingly atlantic grill good sunday brunch menu city	train
food service notch complain place small seat big guy	train
glad wasn pay bill come	train
food menu offer surprise array bistro standard solid satisfying occasionally delicious particularly appetizer realm	train
worth go attraction atmosphere food	train
gracious door	train
manager	train
girl bouncer door horribly rude comment like mama shouldn dress dress appropriately guest professional	train
thai beef salad cuban chicken perfect mix asia cuba	train
jay crew accomodate	train
time order chivas scotch restaurant bar chivas	train
good cannoli ny great wine selection	train
note complain portion small cut	train
start lose reservation instead try fix mistake wait hour seat	train
go month ago love	train
big wong big up fine establishment	train
town choice suggest chose	train
drink great	train
eye place promise day try	train
didn mind wait great mohitos bar	train
definitley bar high opinion	train
sushi samba small cute trendy	train
service terrible	train
sala great food great vibe dj lounge daniel great taste music	train
ask atleast time want refill bad weren preocuppie push food	train
meal manager invite stay listen live music enjoyable	train
read review post site late fiancee trepidation keeping reservation db pre theater dinner	train
spread thin suspect somewhat mistreat	train
easily good place pre post theater dining	train
demand people know come food service restaurant blown away expert cordial service inventiveness menu beauty room	train
fave place neighborhood	train
romantic place	train
oh yeah hot middle eastern papis	train
food die go break eat	train
sea bass olive paste sauce	train
wouldn bad hadn taste like concentrated syrup	train
bar got crowd	train
food great service great outdoor seating great	train
see chic diner film version angel america hunted bicycle williamsburg bridge triangulation	train
roll sashimi average size additional cost	train
tea room intimate spill area	train
wine list control	train
well come drown spiced gravy	train
bad sangria house drink shot malibu rum price want shoot alcohol	train
pastis passe	train
fine restaurant expect fine behavior	train
interested design ok	train
look feel restaurant feel like italy wait staff friendly helpful wine list extensive great people want try new food delicious app great sharing	train
feel like favor	train
blow mind	train
miserable dining experience wait staff rush meal take away food finish tell eat linger bill ask leave	train
work italian charm constant mille grazie constitute proper service	train
party le touch plate menu	train
reservation seat immediately	train
go max open year ago time go food service get bad	train
grill churrasco skirt steak chipotle mash ancho rub pork tenderloin fufu roast salmon lobster mash cuban tamal mushroom tres leche dessert	train
consistently impress cuisine service asia de cuba	train
definitely worth price tag price moderate ish nyc	train
go valentine day run bread terrible service high price uncooked poor quality food rude staff watery drink staff run forthdown main aisle night good place	train
people send mussel appetizer half close	train
bad attitude hostess	train
taste fine generous satisfying chop salad perfect lamb chop roasted lamb loin goat cheese ideally grill tuna simple filling seafood burger	train
standard bistro fare execute great burger cute condiment display	train
overall fabulous night	train
recommend tao group friend like see people	train
garlicky roast chicken crackle golden skin excellent	train
look place chill friend place great	train
wasn thrill waitress order sushi bring	train
shop perennially fabulous takashimaya proceed basement find tranquil restaurant new york	train
like nice light meal asian accent long tan good place slope	train
server helpful deciding dish	train
return	train
service bit slow friend send food twice overall food wasn bad	train
food amazing awhile order menu italian worth wait	train
pasta generally good especially weightless ditali thimble sized tube lentil polar opposite pappardelle tender veal ragu	train
try menu burger good	train
good pizza awesome spumoni great dinner price restaurant area	train
beer like oz small pop add quickly	train
great chef dressier service snappier ve get winner	train
bad crowd	train
nervous write experience unlike extreme pleasure find wine pair tasting menu gramercy park tavern	train
love	train
people maybe appreciate	train
get place leave people dinner	train
problem food	train
sushi fresher price service genuine price owner le condesende	train
forget cheese	train
agree great dish marvel concentrate richness flavour turn earthy unctuous sweet salt miraculously tender	train
home fill banker home nonetheless	train
consistently great place food good waitstaff friendly thoroughly crowd	train
especially disappointed food	train
customer service superb	train
get salad bother count calorie	train
intimate setting dim light candle table	train
service food worst nyc	train
sushi poorly	train
atmosphere notch	train
tuna reddest tuna see perfectly smooth texture perfect	train
food cold eat well ethiopian food restaurant	train
ll definately friend time	train
waiter inattentive meal take nearly hour dinner	train
near restroom	train
consider authentic mex	train
want guarantee good meal spend money come jane	train
sushi lover sit sushi bar close action	train
great drink	train
octopus appetizer delicous	train
order ice chai yogurt drink amdo momo baked noodle eggplant	train
china grill good dish	train
place find ratpack	train
prepare retinal scan make reservation make reservation party ask provide photo credit card sign contract	train
food great creative fresh battali	train
favorite ny restaurant	train
salad sandwich shellfish menu folk order chicken wing available level spice intensity mild super hot	train
scene big brawny bibulous swagger befit popular coast coast steakhouse chain	train
recommend chance	train
tell seat party complete	train
wine selection pretty good night lovely	train
guess charcoal hard digest	train
think cat meow know	train
fondue amazing petite eat fill	train
sound like boring sandwich place ino	train
good place ve lately new york	train
food special	train
app chili shrimp tempura sashimi entree rack lamb kobe tartar crispy spinach	train
lull conversation dining room sudden hear chef cursing yell staff	train
host aloof waitress sweet didn know food menu waiter flagged order wine look wine list	train
ve eat number time	train
seat hour late service equally bad	train
friend ny past weekend want someplace exciting unlike see visit big apple	train
big party min late problem seat	train
balthazar taylor ceci cela	train
walk lexington look nice restaurant girlfriend order celebrate promotion	train
price afforable won think twice order extra	train
definitely represent place stand	train
request grotto seating tell get available	train
chance try unusual item like jellied jellyfish crispy eel	train
live neighborhood ve try ethiopian restaurant manhattan good	train
yummy	train
staff knowledgable enthusiatic friendly great dumont experience	train
plan lunch good friend want find place nice relax away craziness time square office building	train
love	train
food food japanese korean	train
latin ambience hip modern warm	train
guide menu great appetizer especially kobe beef spice scent sushi	train
free drink	train
sure sit bar ok go group water service fine little slow	train
expect outstanding food	train
table participate willing let chef cook menu	train
reality felt get air france th district paris	train
middle junior exec staff service feel like board member	train
door bartender waiter coat check girl	train
price definitely match quantity quality food	train
decor mean impression indian village	train
awful	train
obnoxious rude staff come accross	train
food outstanding marvelous presentation	train
fact bad	train
food great	train
food service set perfect strongly recommend sea bass follow chocolate souffle	train
vegan ve point try vegan restaurant manhattan zen palate easily favorite	train
portion pretty amazing especially amy roll damn lot food	train
wasn return tibet recently realize tibetan cuisine bland	train
compare restaurant class disappoint expensive inattentive snappy service waiter didn describe food ready food tasty somewhat bland presentation blah portion leave hungry left come hungry leave hungry wasn pay	train
drink overprice food portion bird	train
love bite dinner	train
actually take time seache exact club wanted	train
lobster role lobster role lobster role yes die fry come menu excellent super fresh	train
false hi brow pronunciation wrong wine	train
enjoy meal	train
tell go cover garden glass winter look forward go snowy night enjoy	train
know ll spread word lupa place excellent cuisine	train
pm reservation arrive exactly time	train
ask drink waiter say bartender busy	train
restaurant big large group reservation early	train
person strongly recommend sit sushi bar yasuda order omikase selection fish leave chef reserve ask seated	train
music great like house techno pop music	train
defintely return	train
hostess waitstaff cordial helpful pleasant overbearing	train
food great southern fare bring great bbq lot great fried veggie	train
type restaurant want great isn	train
not believe place business food stink service bad restaurant ny	train
good deal amazing steak dessert	train
round table square table couldn talk friend table	train
size atmosphere kind place nice big	train
great cocktail great service great food	train
definately beautiful gorgeous restaurant	train
food decor service live salsa music	train
wasn sure tempura come rice tell owner didn rice tos leave didn appolize instead bitter smile	train
food good appetizer didn hear complaint friend entree	train
manager care complain hostess	train
food excellent case absolutely inspire	train
conclusion take steak bone home dog decide throw away	train
time wonder blandness certain tibetan cuisine remember live meter sea level tibetan cuisine thing craving	train
well roof sutton place year old intern jabbing rib night	train
basically comfort lack food focus	train
appreciate fun topping beat hot dog crappy drink bean gray european style	train
make reservation require dinner drink cava table romantic ambiance candle spanish antique etc food course original incredibly deep rich flavor departure say goodnight waiter	train
great	train
tempt flambeed truffle banana wonton chinese spice chocolate souffle worthy expenditure dessert calorie	train
think god use drink bathroom	train
wait wait visit	train
little variety staff outrageous great place birthday event	train
winner deep fried date wrap bacon stuff garlic	train
didn start good note complimentary chip salsa bad sign ain payin ya dig decent appetizer spend combo plate didn	train
food chef owner tom valenti food noise cook masculine big flavor meat potato style rich terrine mustard egg bitter green	train
decide chance week later brunch	train
atmosphere casual professional	train
dissapointe	train
dollop warm herb sprinkle goat cheese quick scatter almond sliver improve standard issue mesclun salad	train
friend try practically strange inventive dish menu tasty	train
space impressive issue	train
decor place diner ish kind place expect east village romantic simple small sparse	train
food okay burger taste good cooked way	train
atmosphere great	train
couple hour spare friend	train
seldomly west village find restaurant randomly online	train
nice meet flexible chef	train
course hour rush leisurely	train
fool big italian restaurant area try hard stray culinary tradition	train
learn truth customer escape street air conditioning	train
service quick responsive staff accomodate	train
lobster crabsticker write home	train
contest hand good mexican food valley regard place water taco bell food place peddle	train
server cool serve food drink smile	train
bar atmosphere feel like william gibson novel	train
order squash baked long like bite ceramic	train
waitron literally ask eat serve course mean know want turn table week god	train
overall noise level restaurant equal rock concert go bad	train
live japan year taste food feel restaurant like japan	train
people go pack place	train
nice	train
towner tour sushi place	train
big ole check	train
love bring fresh ricotta bread start typical olive oil	train
probably good ice cream ve	train
fact eat twice speak curious popularity lame world	train
set critical eye ceramic bowl edge high table votive hide fact food present cafeteria style roll eyed waiter push water awkward italian menue gimmick bill	train
time food good service suffer crowd	train
delivery fast arrive min block away	train
sushi samba occasion	train
waitstaff isn stuffy	train
little spendy yo pay	train
menu limited include sashimi platter sort	train
want special ordinary skip place	train
table happen near liquor cabinet owner need access cabinet meal hardly major inconvenience remove pitcher sangria drinking bill	train
recently visit sala time good friend birthday shindig	train
instead wait table decide eat bar	train
restaurant special	train
place crowd happen service drain	train
love food lupa eat bar great	train
great bargain	train
overdone concept buddha dj play boring uninspired techno think ve hear	train
high recommendation place relax enjoy company	train
nice warm lofty look ambience like menu choice	train
highly reccomend visit seeing	train
table ask crush grape long overdue bottle wine finally arrive	train
friend order osso buco wasn good pasta amaze	train
seat lovely intimate table unusual restaurant	train
pack	train
pasta excellent especially remarkable veal fill agnolotti white truffle	train
seat non pool room decide dropoff ambiance pool room	train
drink excellent love mojitos passion fruit margarita	train
rao	train
stay away	train
place perfect place couple romantic cozy	train
host keep say mintute minute	train
friend impress selection	train
olive tapenade serve delicious french bread delicious	train
ve number time thoroughly impressed	train
great pre theater menu	train
ask spicy tuna roll sushi chef say sushi guy real sushi scallion tuna handroll amazing	train
thing recommend pad thai stick favorite thai restaurant	train
fajita try tasteless burn mole sauce way sweet	train
think large tough split long table bench hold	train
need hire le tacky	train
ciao	train
hostess snooty reservation rest dining experience amply	train
definitely high rating site give	train
sit bar restaurant pleasaurable experience wait bar staff resent wait table	train
lupa twice time fantastic experience	train
food drink good miss dessert kitchen close	train
skirt steak salty overdone	train
unprofessional	train
pint happy hour cheap oyster ll find city quality well	train
hardly wait brunch	train
plus free shot time sing	train
food terrific great deal staff friendly helpful	train
great food grat service friendly staff rally unusual atmosphere	train
cake look yummy	train
wine start white lazio pinot alto adige finish beautiful taurasi	train
unlike restaurant city	train
appreciate bow american taste serve tartar sauce addition bottle malt vinegar	train
room nice like cigarette smoke wait ban	train
staff make sure enjoy meal	train
crave little exotic	train
service typical spanish rush nice	train
terrible review nighttime upstairs clu scene experience saturday noon	train
brunch isn hot	train
go group tell table come hour	train
overall come menu chance bit	train
forgot serve drink entree person party end get twice finish	train
tasty dumple write previous comment obviously didn know true good chinese food suppose	train
buchara grill different approach indian cuisine	train
want stop food good choice	train
dissapointe dollar people	train
enjoy expreience dp	train
wa surpsing find relaxed light lunch brunch unfamiliar neighborhood	train
block away try sweet sour delight mini vegi loaf favorite	train
particularly interesting touch vegetable brussels sprout well	train
chain good	train
favorite beer indian river light	train
recommend taste menu provide small everyte offer evening	train
sangria	train
try garden wine cellar atmosphere	train
average skimpy consider price	train
take hour eat	train
base review stay true model nasty patronize service combine subpar expensive food	train
go bass serve asparagus watermelon radish yellow tomato	train
notice place crowd hard table	train
good ambiance trendy crowd	train
business lunch window shopping	train
romanesco sauce fry calamari die	train
let waitress know come kitchen say chef season meat aggresively like specify little salt place order	train
portion monster size restaurant mislead	train
waiter serve neglect fill special chosen know	train
amore salad sun dry tomato ravioli rib eye steak momma tiramisu splende	train
sexy place	train
conversation go like waiter present steak say meduim	train
price reasonable able meal include iced tea	train
super meat money old homestead notch mj tbone	train
lll food mightene smile usually good buzzy atmosphere night talent	train
match server great perfect recommendation nice	train
like seafood saw great presentation like let	train
service go downhill point	train
visit new york city sister go tao sushi well sushi little rock ar	train
handle spice try	train
anyways order drink tell table open minute later sit nice table	train
danube definitely special occasion	train
ambience great	train
rude	train
look good place come look sloppy definitely feel left patron look damn good	train
ideal har gow delicate sheath skin thickness lend texture support rich briny flavor shrimp	train
foie gras way alternately sweet pungent delicate set marvellously complimentary glass austrian dessert wine	train
flight land late call adc let know run late	train
wish service well	train
head lounge enjoy ambiance	train
snobby expect price	train
actually come black blue	train
kick spice	train
wrong station simulcast	train
shame	train
la pooplapa fitting	train
new york experience forget	train
point cook notion waiter plate	train
drink fun tasty	train
food certainly win need carry cab overeating	train
cafe spice beautiful restaurant warm ambience especially booth	train
place great meal accompany amazing jazz friday saturday night	train
crowd great service flawless	train
try gnocco fritto absolutely	train
delicious crabcakes lyonnaise potato favorite steak course	train
time go hostess rude decide	train
lot indian restaurant new york find food good	train
sandwich burger excellent	train
fun atmosphere great latin music background	train
lupa	train
great people watch lot beautiful people	train
cheese fondue excellent steak wine	train
wrong red eye grill	train
service	train
well dining experience city	train
barciola mint die tender flavorful	train
price exceptionally reasonable food caliber	train
guacamole criminal	train
finish coffee traditional	train
go solo lunch day area alright	train
mooshu spring roll tasty steam dumple alright	train
greek year pretty check greek food spot ny brooklyn queen	train
second time coworker order pork fat lean	train
incredible meal	train
service impeccable food phenominal file migon well serve steak city	train
price reasonable time omakase agree want serve thinly slice fish sushi well cut rice unbalance flavor	train
food amazing service prompt friendly ambience come	train
expectation meet	train
surely happy	train
word describe experience wife esca	train
service quick overly friendly hey small place server constantly busy	train
place hand good comfort food city	train
place awesome	train
ruin listen	train
good ravioli	train
dim sum svc erratic espec	train
dessert poor crme brulee apple crisp tasteless cheese cake good coffee barely warm	train
interesting dish change include chicken curry sauce salmon caserole	train
friend recommend place	train
like raw bar fry clam soup	train
go dinner conference	train
hit local delivery worth money	train
definitely good place significant hang friend	train
service attentive live know dish way like	train
menu special switch entree choice time server tell portion small decor yeah grand staircase nice	train
utsav imho good indian restaurant new york	train
bill drink app steak dessert reasonable	train
good save dessert	train
small place tend crowd noisy dinner hour experience beer wait enjoy atmosphere	train
wait staff blantently unappreciative business good pie uws	train
great place meet food drink	train
well huge usually table	train
thank drink bet ll waste hour wait entree le souk	train
food compensate ridiculous incident witness dine artisinal	train
course apetite long go	train
fairly attentive couldn derive lot information waiter	train
dimly light pretentious trattoria wanna	train
date non veg thali expensive like piece meat sauce	train
ick	train
food bring good wine vice versa	train
authentic parisian charm	train
instead open door middle january know wasn fault didn pleasurable dining experience	train
order ceviche marinate sashimi appetizer	train
trust ll trouble decide favorite	train
portion big order easy choice	train
imho utsav probably high end indian restaurant leave city serf authentic indian food	train
inside loud extremely busy	train
favour well sushi	train
magnolia terrific space want food match decor vibe quality	train
change thing	train
ambiance tre cool	train
rude unaccomodating girl ruin entire weekend reservation month ago special occassion	train
send wait min soup salad	train
decide friend know night pick pipa reservation read poor review	train
tasty	train
result vantage point space special	train
like hot los place	train
basically insinuate lie reservation shooed bar	train
